row.names,value,nme,method,time
8325,1.255657e+05,total,obs,(02/22/99 13:52:43)
8351,0.000000e+00,fddi->fddi,obs,(02/22/99 13:57:42)
8352,8.134680e+01,fddi->switch,obs,(02/22/99 13:57:42)
8353,3.401392e+04,fddi->local,obs,(02/22/99 13:57:42)
8354,2.828283e-01,fddi->corp,obs,(02/22/99 13:57:42)
8355,7.144781e+01,switch->fddi,obs,(02/22/99 13:57:42)
8356,4.948354e+03,switch->switch,obs,(02/22/99 13:57:42)
8357,2.054331e+04,switch->local,obs,(02/22/99 13:57:42)
8358,5.216593e+04,switch->corp,obs,(02/22/99 13:57:42)
8359,2.172133e+04,local->fddi,obs,(02/22/99 13:57:42)
8360,2.038029e+04,local->switch,obs,(02/22/99 13:57:42)
8361,2.452525e+01,local->local,obs,(02/22/99 13:57:42)
8362,4.161616e+00,local->corp,obs,(02/22/99 13:57:42)
8363,5.656566e-01,corp->fddi,obs,(02/22/99 13:57:42)
8364,2.205260e+04,corp->switch,obs,(02/22/99 13:57:42)
8365,4.255892e+00,corp->local,obs,(02/22/99 13:57:42)
8366,0.000000e+00,corp->corp,obs,(02/22/99 13:57:42)
8367,3.409555e+04,src fddi,obs,(02/22/99 13:57:42)
8368,7.772904e+04,src switch,obs,(02/22/99 13:57:42)
8369,4.213031e+04,src local,obs,(02/22/99 13:57:42)
8370,2.205742e+04,src corp,obs,(02/22/99 13:57:42)
8371,2.179335e+04,dst fddi,obs,(02/22/99 13:57:42)
8372,4.746259e+04,dst switch,obs,(02/22/99 13:57:42)
8373,5.458601e+04,dst local,obs,(02/22/99 13:57:42)
8374,5.217038e+04,dst corp,obs,(02/22/99 13:57:42)
8375,1.760123e+05,total,obs,(02/22/99 13:57:42)
8401,0.000000e+00,fddi->fddi,obs,(02/22/99 14:02:42)
8402,8.674074e+01,fddi->switch,obs,(02/22/99 14:02:42)
8403,2.526061e+04,fddi->local,obs,(02/22/99 14:02:42)
8404,2.828283e-01,fddi->corp,obs,(02/22/99 14:02:42)
8405,5.232727e+02,switch->fddi,obs,(02/22/99 14:02:42)
8406,6.733966e+03,switch->switch,obs,(02/22/99 14:02:42)
8407,2.262913e+04,switch->local,obs,(02/22/99 14:02:42)
8408,4.521727e+04,switch->corp,obs,(02/22/99 14:02:42)
8409,1.929310e+04,local->fddi,obs,(02/22/99 14:02:42)
8410,1.179499e+04,local->switch,obs,(02/22/99 14:02:42)
8411,1.089226e+01,local->local,obs,(02/22/99 14:02:42)
8412,3.531987e+00,local->corp,obs,(02/22/99 14:02:42)
8413,5.656566e-01,corp->fddi,obs,(02/22/99 14:02:42)
8414,2.604351e+04,corp->switch,obs,(02/22/99 14:02:42)
8415,1.541751e+01,corp->local,obs,(02/22/99 14:02:42)
8416,0.000000e+00,corp->corp,obs,(02/22/99 14:02:42)
8417,2.534763e+04,src fddi,obs,(02/22/99 14:02:42)
8418,7.510364e+04,src switch,obs,(02/22/99 14:02:42)
8419,3.110251e+04,src local,obs,(02/22/99 14:02:42)
8420,2.605949e+04,src corp,obs,(02/22/99 14:02:42)
8421,1.981694e+04,dst fddi,obs,(02/22/99 14:02:42)
8422,4.465921e+04,dst switch,obs,(02/22/99 14:02:42)
8423,4.791605e+04,dst local,obs,(02/22/99 14:02:42)
8424,4.522109e+04,dst corp,obs,(02/22/99 14:02:42)
8425,1.576133e+05,total,obs,(02/22/99 14:02:42)
8451,0.000000e+00,fddi->fddi,obs,(02/22/99 14:07:43)
8452,9.871380e+01,fddi->switch,obs,(02/22/99 14:07:43)
8453,2.464848e+04,fddi->local,obs,(02/22/99 14:07:43)
8454,2.828283e-01,fddi->corp,obs,(02/22/99 14:07:43)
8455,8.563636e+01,switch->fddi,obs,(02/22/99 14:07:43)
8456,5.524461e+03,switch->switch,obs,(02/22/99 14:07:43)
8457,1.781883e+04,switch->local,obs,(02/22/99 14:07:43)
8458,5.099133e+04,switch->corp,obs,(02/22/99 14:07:43)
8459,1.285099e+04,local->fddi,obs,(02/22/99 14:07:43)
8460,2.184391e+03,local->switch,obs,(02/22/99 14:07:43)
8461,5.050505e+00,local->local,obs,(02/22/99 14:07:43)
8462,4.161616e+00,local->corp,obs,(02/22/99 14:07:43)
8463,5.656566e-01,corp->fddi,obs,(02/22/99 14:07:43)
8464,2.699442e+04,corp->switch,obs,(02/22/99 14:07:43)
8465,4.255892e+00,corp->local,obs,(02/22/99 14:07:43)
8466,8.141414e+01,corp->corp,obs,(02/22/99 14:07:43)
8467,2.474747e+04,src fddi,obs,(02/22/99 14:07:43)
8468,7.442026e+04,src switch,obs,(02/22/99 14:07:43)
8469,1.504459e+04,src local,obs,(02/22/99 14:07:43)
8470,2.708065e+04,src corp,obs,(02/22/99 14:07:43)
8471,1.293719e+04,dst fddi,obs,(02/22/99 14:07:43)
8472,3.480198e+04,dst switch,obs,(02/22/99 14:07:43)
8473,4.247662e+04,dst local,obs,(02/22/99 14:07:43)
8474,5.107719e+04,dst corp,obs,(02/22/99 14:07:43)
8475,1.412930e+05,total,obs,(02/22/99 14:07:43)
8501,0.000000e+00,fddi->fddi,obs,(02/22/99 14:12:43)
8502,1.131684e+03,fddi->switch,obs,(02/22/99 14:12:43)
8503,2.706322e+04,fddi->local,obs,(02/22/99 14:12:43)
8504,2.828283e-01,fddi->corp,obs,(02/22/99 14:12:43)
8505,2.240909e+03,switch->fddi,obs,(02/22/99 14:12:43)
8506,4.598320e+03,switch->switch,obs,(02/22/99 14:12:43)
8507,1.156381e+05,switch->local,obs,(02/22/99 14:12:43)
8508,5.253719e+04,switch->corp,obs,(02/22/99 14:12:43)
8509,1.923943e+04,local->fddi,obs,(02/22/99 14:12:43)
8510,1.229924e+04,local->switch,obs,(02/22/99 14:12:43)
8511,1.117508e+01,local->local,obs,(02/22/99 14:12:43)
8512,2.774411e+00,local->corp,obs,(02/22/99 14:12:43)
8513,5.656566e-01,corp->fddi,obs,(02/22/99 14:12:43)
8514,2.074991e+04,corp->switch,obs,(02/22/99 14:12:43)
8515,1.059798e+02,corp->local,obs,(02/22/99 14:12:43)
8516,0.000000e+00,corp->corp,obs,(02/22/99 14:12:43)
8517,2.819519e+04,src fddi,obs,(02/22/99 14:12:43)
8518,1.750145e+05,src switch,obs,(02/22/99 14:12:43)
8519,3.155262e+04,src local,obs,(02/22/99 14:12:43)
8520,2.085645e+04,src corp,obs,(02/22/99 14:12:43)
8521,2.148090e+04,dst fddi,obs,(02/22/99 14:12:43)
8522,3.877915e+04,dst switch,obs,(02/22/99 14:12:43)
8523,1.428185e+05,dst local,obs,(02/22/99 14:12:43)
8524,5.254025e+04,dst corp,obs,(02/22/99 14:12:43)
8525,2.556188e+05,total,obs,(02/22/99 14:12:43)
8551,0.000000e+00,fddi->fddi,obs,(02/22/99 14:17:43)
8552,1.154040e+02,fddi->switch,obs,(02/22/99 14:17:43)
8553,2.782831e+04,fddi->local,obs,(02/22/99 14:17:43)
8554,2.828283e-01,fddi->corp,obs,(02/22/99 14:17:43)
8555,4.302997e+02,switch->fddi,obs,(02/22/99 14:17:43)
8556,8.147219e+03,switch->switch,obs,(02/22/99 14:17:43)
8557,3.211739e+04,switch->local,obs,(02/22/99 14:17:43)
8558,5.934562e+04,switch->corp,obs,(02/22/99 14:17:43)
8559,2.424246e+04,local->fddi,obs,(02/22/99 14:17:43)
8560,1.479165e+03,local->switch,obs,(02/22/99 14:17:43)
8561,4.915825e+00,local->local,obs,(02/22/99 14:17:43)
8562,5.888889e+00,local->corp,obs,(02/22/99 14:17:43)
8563,5.656566e-01,corp->fddi,obs,(02/22/99 14:17:43)
8564,2.590386e+04,corp->switch,obs,(02/22/99 14:17:43)
8565,5.841751e+00,corp->local,obs,(02/22/99 14:17:43)
8566,0.000000e+00,corp->corp,obs,(02/22/99 14:17:43)
8567,2.794400e+04,src fddi,obs,(02/22/99 14:17:43)
8568,1.000405e+05,src switch,obs,(02/22/99 14:17:43)
8569,2.573243e+04,src local,obs,(02/22/99 14:17:43)
8570,2.591027e+04,src corp,obs,(02/22/99 14:17:43)
8571,2.467333e+04,dst fddi,obs,(02/22/99 14:17:43)
8572,3.564565e+04,dst switch,obs,(02/22/99 14:17:43)
8573,5.995645e+04,dst local,obs,(02/22/99 14:17:43)
8574,5.935179e+04,dst corp,obs,(02/22/99 14:17:43)
8575,1.796272e+05,total,obs,(02/22/99 14:17:43)
8601,0.000000e+00,fddi->fddi,obs,(02/22/99 14:22:42)
8602,3.608081e+02,fddi->switch,obs,(02/22/99 14:22:42)
8603,3.277781e+04,fddi->local,obs,(02/22/99 14:22:42)
8604,2.828283e-01,fddi->corp,obs,(02/22/99 14:22:42)
8605,4.528283e+03,switch->fddi,obs,(02/22/99 14:22:42)
8606,6.453266e+03,switch->switch,obs,(02/22/99 14:22:42)
8607,7.543372e+04,switch->local,obs,(02/22/99 14:22:42)
8608,4.689903e+04,switch->corp,obs,(02/22/99 14:22:42)
8609,2.365455e+04,local->fddi,obs,(02/22/99 14:22:42)
8610,2.333963e+03,local->switch,obs,(02/22/99 14:22:42)
8611,5.427609e+00,local->local,obs,(02/22/99 14:22:42)
8612,3.313131e+00,local->corp,obs,(02/22/99 14:22:42)
8613,5.656566e-01,corp->fddi,obs,(02/22/99 14:22:42)
8614,8.761506e+04,corp->switch,obs,(02/22/99 14:22:42)
8615,2.588889e+01,corp->local,obs,(02/22/99 14:22:42)
8616,0.000000e+00,corp->corp,obs,(02/22/99 14:22:42)
8617,3.313890e+04,src fddi,obs,(02/22/99 14:22:42)
8618,1.333143e+05,src switch,obs,(02/22/99 14:22:42)
8619,2.599725e+04,src local,obs,(02/22/99 14:22:42)
8620,8.764152e+04,src corp,obs,(02/22/99 14:22:42)
8621,2.818340e+04,dst fddi,obs,(02/22/99 14:22:42)
8622,9.676310e+04,dst switch,obs,(02/22/99 14:22:42)
8623,1.082428e+05,dst local,obs,(02/22/99 14:22:42)
8624,4.690262e+04,dst corp,obs,(02/22/99 14:22:42)
8625,2.800920e+05,total,obs,(02/22/99 14:22:42)
8651,0.000000e+00,fddi->fddi,obs,(02/22/99 14:27:42)
8652,1.426465e+02,fddi->switch,obs,(02/22/99 14:27:42)
8653,1.827544e+04,fddi->local,obs,(02/22/99 14:27:42)
8654,2.828283e-01,fddi->corp,obs,(02/22/99 14:27:42)
8655,1.386599e+02,switch->fddi,obs,(02/22/99 14:27:42)
8656,5.758212e+03,switch->switch,obs,(02/22/99 14:27:42)
8657,1.188427e+04,switch->local,obs,(02/22/99 14:27:42)
8658,5.394369e+04,switch->corp,obs,(02/22/99 14:27:42)
8659,1.057408e+04,local->fddi,obs,(02/22/99 14:27:42)
8660,1.196135e+03,local->switch,obs,(02/22/99 14:27:42)
8661,1.102694e+01,local->local,obs,(02/22/99 14:27:42)
8662,3.905724e+00,local->corp,obs,(02/22/99 14:27:42)
8663,5.656566e-01,corp->fddi,obs,(02/22/99 14:27:42)
8664,1.898101e+04,corp->switch,obs,(02/22/99 14:27:42)
8665,2.139394e+01,corp->local,obs,(02/22/99 14:27:42)
8666,8.177778e+01,corp->corp,obs,(02/22/99 14:27:42)
8667,1.841837e+04,src fddi,obs,(02/22/99 14:27:42)
8668,7.172484e+04,src switch,obs,(02/22/99 14:27:42)
8669,1.178515e+04,src local,obs,(02/22/99 14:27:42)
8670,1.908475e+04,src corp,obs,(02/22/99 14:27:42)
8671,1.071331e+04,dst fddi,obs,(02/22/99 14:27:42)
8672,2.607801e+04,dst switch,obs,(02/22/99 14:27:42)
8673,3.019214e+04,dst local,obs,(02/22/99 14:27:42)
8674,5.402966e+04,dst corp,obs,(02/22/99 14:27:42)
8675,1.210131e+05,total,obs,(02/22/99 14:27:42)
8701,0.000000e+00,fddi->fddi,obs,(02/22/99 14:32:43)
8702,8.552862e+01,fddi->switch,obs,(02/22/99 14:32:43)
8703,2.338538e+04,fddi->local,obs,(02/22/99 14:32:43)
8704,2.828283e-01,fddi->corp,obs,(02/22/99 14:32:43)
8705,1.070135e+03,switch->fddi,obs,(02/22/99 14:32:43)
8706,2.929778e+03,switch->switch,obs,(02/22/99 14:32:43)
8707,6.662751e+03,switch->local,obs,(02/22/99 14:32:43)
8708,7.290384e+04,switch->corp,obs,(02/22/99 14:32:43)
8709,1.174216e+04,local->fddi,obs,(02/22/99 14:32:43)
8710,5.812492e+02,local->switch,obs,(02/22/99 14:32:43)
8711,4.915825e+00,local->local,obs,(02/22/99 14:32:43)
8712,2.801347e+00,local->corp,obs,(02/22/99 14:32:43)
8713,5.656566e-01,corp->fddi,obs,(02/22/99 14:32:43)
8714,1.699591e+04,corp->switch,obs,(02/22/99 14:32:43)
8715,2.493266e+01,corp->local,obs,(02/22/99 14:32:43)
8716,0.000000e+00,corp->corp,obs,(02/22/99 14:32:43)
8717,2.347120e+04,src fddi,obs,(02/22/99 14:32:43)
8718,8.356650e+04,src switch,obs,(02/22/99 14:32:43)
8719,1.233113e+04,src local,obs,(02/22/99 14:32:43)
8720,1.702141e+04,src corp,obs,(02/22/99 14:32:43)
8721,1.281287e+04,dst fddi,obs,(02/22/99 14:32:43)
8722,2.059246e+04,dst switch,obs,(02/22/99 14:32:43)
8723,3.007798e+04,dst local,obs,(02/22/99 14:32:43)
8724,7.290692e+04,dst corp,obs,(02/22/99 14:32:43)
8725,1.363902e+05,total,obs,(02/22/99 14:32:43)
8751,0.000000e+00,fddi->fddi,obs,(02/22/99 14:37:43)
8752,7.993266e+01,fddi->switch,obs,(02/22/99 14:37:43)
8753,1.063942e+05,fddi->local,obs,(02/22/99 14:37:43)
8754,2.828283e-01,fddi->corp,obs,(02/22/99 14:37:43)
8755,7.729293e+01,switch->fddi,obs,(02/22/99 14:37:43)
8756,4.581232e+03,switch->switch,obs,(02/22/99 14:37:43)
8757,1.619303e+04,switch->local,obs,(02/22/99 14:37:43)
8758,1.583186e+05,switch->corp,obs,(02/22/99 14:37:43)
8759,2.861577e+04,local->fddi,obs,(02/22/99 14:37:43)
8760,1.071586e+03,local->switch,obs,(02/22/99 14:37:43)
8761,1.102694e+01,local->local,obs,(02/22/99 14:37:43)
8762,1.309764e+01,local->corp,obs,(02/22/99 14:37:43)
8763,5.656566e-01,corp->fddi,obs,(02/22/99 14:37:43)
8764,2.852461e+04,corp->switch,obs,(02/22/99 14:37:43)
8765,1.128418e+02,corp->local,obs,(02/22/99 14:37:43)
8766,5.302357e+01,corp->corp,obs,(02/22/99 14:37:43)
8767,1.064744e+05,src fddi,obs,(02/22/99 14:37:43)
8768,1.791702e+05,src switch,obs,(02/22/99 14:37:43)
8769,2.971148e+04,src local,obs,(02/22/99 14:37:43)
8770,2.869104e+04,src corp,obs,(02/22/99 14:37:43)
8771,2.869363e+04,dst fddi,obs,(02/22/99 14:37:43)
8772,3.425736e+04,dst switch,obs,(02/22/99 14:37:43)
8773,1.227111e+05,dst local,obs,(02/22/99 14:37:43)
8774,1.583850e+05,dst corp,obs,(02/22/99 14:37:43)
8775,3.440471e+05,total,obs,(02/22/99 14:37:43)
8801,0.000000e+00,fddi->fddi,obs,(02/22/99 14:42:42)
8802,8.594949e+01,fddi->switch,obs,(02/22/99 14:42:42)
8803,2.824180e+04,fddi->local,obs,(02/22/99 14:42:42)
8804,2.828283e-01,fddi->corp,obs,(02/22/99 14:42:42)
8805,9.739461e+02,switch->fddi,obs,(02/22/99 14:42:42)
8806,3.494943e+03,switch->switch,obs,(02/22/99 14:42:42)
8807,6.486407e+03,switch->local,obs,(02/22/99 14:42:42)
8808,9.817923e+04,switch->corp,obs,(02/22/99 14:42:42)
8809,1.260167e+04,local->fddi,obs,(02/22/99 14:42:42)
8810,1.494438e+03,local->switch,obs,(02/22/99 14:42:42)
8811,5.050505e+00,local->local,obs,(02/22/99 14:42:42)
8812,2.518519e+00,local->corp,obs,(02/22/99 14:42:42)
8813,5.656566e-01,corp->fddi,obs,(02/22/99 14:42:42)
8814,2.295637e+04,corp->switch,obs,(02/22/99 14:42:42)
8815,9.185421e+02,corp->local,obs,(02/22/99 14:42:42)
8816,0.000000e+00,corp->corp,obs,(02/22/99 14:42:42)
8817,2.832804e+04,src fddi,obs,(02/22/99 14:42:42)
8818,1.091345e+05,src switch,obs,(02/22/99 14:42:42)
8819,1.410368e+04,src local,obs,(02/22/99 14:42:42)
8820,2.387547e+04,src corp,obs,(02/22/99 14:42:42)
8821,1.357618e+04,dst fddi,obs,(02/22/99 14:42:42)
8822,2.803170e+04,dst switch,obs,(02/22/99 14:42:42)
8823,3.565180e+04,dst local,obs,(02/22/99 14:42:42)
8824,9.818203e+04,dst corp,obs,(02/22/99 14:42:42)
8825,1.754417e+05,total,obs,(02/22/99 14:42:42)
8851,0.000000e+00,fddi->fddi,obs,(02/22/99 14:47:42)
8852,7.514478e+01,fddi->switch,obs,(02/22/99 14:47:42)
8853,1.877960e+04,fddi->local,obs,(02/22/99 14:47:42)
8854,2.828283e-01,fddi->corp,obs,(02/22/99 14:47:42)
8855,8.508754e+01,switch->fddi,obs,(02/22/99 14:47:42)
8856,3.757744e+03,switch->switch,obs,(02/22/99 14:47:42)
8857,1.099644e+04,switch->local,obs,(02/22/99 14:47:42)
8858,7.632897e+04,switch->corp,obs,(02/22/99 14:47:42)
8859,8.250926e+03,local->fddi,obs,(02/22/99 14:47:42)
8860,2.191155e+03,local->switch,obs,(02/22/99 14:47:42)
8861,7.296296e+00,local->local,obs,(02/22/99 14:47:42)
8862,4.803030e+01,local->corp,obs,(02/22/99 14:47:42)
8863,5.656566e-01,corp->fddi,obs,(02/22/99 14:47:42)
8864,1.864407e+04,corp->switch,obs,(02/22/99 14:47:42)
8865,4.062542e+03,corp->local,obs,(02/22/99 14:47:42)
8866,0.000000e+00,corp->corp,obs,(02/22/99 14:47:42)
8867,1.885502e+04,src fddi,obs,(02/22/99 14:47:42)
8868,9.116824e+04,src switch,obs,(02/22/99 14:47:42)
8869,1.049741e+04,src local,obs,(02/22/99 14:47:42)
8870,2.270718e+04,src corp,obs,(02/22/99 14:47:42)
8871,8.336579e+03,dst fddi,obs,(02/22/99 14:47:42)
8872,2.466812e+04,dst switch,obs,(02/22/99 14:47:42)
8873,3.384587e+04,dst local,obs,(02/22/99 14:47:42)
8874,7.637729e+04,dst corp,obs,(02/22/99 14:47:42)
8875,1.432279e+05,total,obs,(02/22/99 14:47:42)
8901,0.000000e+00,fddi->fddi,obs,(02/22/99 14:52:43)
8902,6.646465e+01,fddi->switch,obs,(02/22/99 14:52:43)
8903,1.591721e+04,fddi->local,obs,(02/22/99 14:52:43)
8904,2.828283e-01,fddi->corp,obs,(02/22/99 14:52:43)
8905,9.504512e+02,switch->fddi,obs,(02/22/99 14:52:43)
8906,6.639044e+03,switch->switch,obs,(02/22/99 14:52:43)
8907,1.076427e+04,switch->local,obs,(02/22/99 14:52:43)
8908,4.883740e+04,switch->corp,obs,(02/22/99 14:52:43)
8909,1.009189e+04,local->fddi,obs,(02/22/99 14:52:43)
8910,1.656444e+03,local->switch,obs,(02/22/99 14:52:43)
8911,8.781145e+00,local->local,obs,(02/22/99 14:52:43)
8912,1.132660e+01,local->corp,obs,(02/22/99 14:52:43)
8913,5.656566e-01,corp->fddi,obs,(02/22/99 14:52:43)
8914,3.638533e+04,corp->switch,obs,(02/22/99 14:52:43)
8915,1.480505e+02,corp->local,obs,(02/22/99 14:52:43)
8916,0.000000e+00,corp->corp,obs,(02/22/99 14:52:43)
8917,1.598396e+04,src fddi,obs,(02/22/99 14:52:43)
8918,6.719116e+04,src switch,obs,(02/22/99 14:52:43)
8919,1.176844e+04,src local,obs,(02/22/99 14:52:43)
8920,3.653394e+04,src corp,obs,(02/22/99 14:52:43)
8921,1.104291e+04,dst fddi,obs,(02/22/99 14:52:43)
8922,4.474728e+04,dst switch,obs,(02/22/99 14:52:43)
8923,2.683831e+04,dst local,obs,(02/22/99 14:52:43)
8924,4.884901e+04,dst corp,obs,(02/22/99 14:52:43)
8925,1.314775e+05,total,obs,(02/22/99 14:52:43)
8951,0.000000e+00,fddi->fddi,obs,(02/22/99 14:57:43)
8952,7.327946e+01,fddi->switch,obs,(02/22/99 14:57:43)
8953,1.747762e+04,fddi->local,obs,(02/22/99 14:57:43)
8954,2.828283e-01,fddi->corp,obs,(02/22/99 14:57:43)
8955,6.254545e+01,switch->fddi,obs,(02/22/99 14:57:43)
8956,6.705121e+03,switch->switch,obs,(02/22/99 14:57:43)
8957,1.071851e+04,switch->local,obs,(02/22/99 14:57:43)
8958,5.183166e+04,switch->corp,obs,(02/22/99 14:57:43)
8959,1.018218e+04,local->fddi,obs,(02/22/99 14:57:43)
8960,1.928987e+03,local->switch,obs,(02/22/99 14:57:43)
8961,2.425589e+01,local->local,obs,(02/22/99 14:57:43)
8962,1.313468e+01,local->corp,obs,(02/22/99 14:57:43)
8963,5.656566e-01,corp->fddi,obs,(02/22/99 14:57:43)
8964,3.633086e+04,corp->switch,obs,(02/22/99 14:57:43)
8965,2.351178e+01,corp->local,obs,(02/22/99 14:57:43)
8966,0.000000e+00,corp->corp,obs,(02/22/99 14:57:43)
8967,1.755118e+04,src fddi,obs,(02/22/99 14:57:43)
8968,6.931784e+04,src switch,obs,(02/22/99 14:57:43)
8969,1.214855e+04,src local,obs,(02/22/99 14:57:43)
8970,3.635494e+04,src corp,obs,(02/22/99 14:57:43)
8971,1.024529e+04,dst fddi,obs,(02/22/99 14:57:43)
8972,4.503825e+04,dst switch,obs,(02/22/99 14:57:43)
8973,2.824390e+04,dst local,obs,(02/22/99 14:57:43)
8974,5.184508e+04,dst corp,obs,(02/22/99 14:57:43)
8975,1.353725e+05,total,obs,(02/22/99 14:57:43)
9001,0.000000e+00,fddi->fddi,obs,(02/22/99 15:02:43)
9002,1.542121e+02,fddi->switch,obs,(02/22/99 15:02:43)
9003,1.693278e+04,fddi->local,obs,(02/22/99 15:02:43)
9004,2.828283e-01,fddi->corp,obs,(02/22/99 15:02:43)
9005,2.274020e+03,switch->fddi,obs,(02/22/99 15:02:43)
9006,2.630424e+03,switch->switch,obs,(02/22/99 15:02:43)
9007,1.388947e+04,switch->local,obs,(02/22/99 15:02:43)
9008,7.837714e+04,switch->corp,obs,(02/22/99 15:02:43)
9009,9.902620e+03,local->fddi,obs,(02/22/99 15:02:43)
9010,1.207121e+03,local->switch,obs,(02/22/99 15:02:43)
9011,1.089226e+01,local->local,obs,(02/22/99 15:02:43)
9012,3.030303e+00,local->corp,obs,(02/22/99 15:02:43)
9013,5.656566e-01,corp->fddi,obs,(02/22/99 15:02:43)
9014,2.393480e+04,corp->switch,obs,(02/22/99 15:02:43)
9015,1.128620e+01,corp->local,obs,(02/22/99 15:02:43)
9016,0.000000e+00,corp->corp,obs,(02/22/99 15:02:43)
9017,1.708727e+04,src fddi,obs,(02/22/99 15:02:43)
9018,9.717105e+04,src switch,obs,(02/22/99 15:02:43)
9019,1.112366e+04,src local,obs,(02/22/99 15:02:43)
9020,2.394666e+04,src corp,obs,(02/22/99 15:02:43)
9021,1.217721e+04,dst fddi,obs,(02/22/99 15:02:43)
9022,2.792656e+04,dst switch,obs,(02/22/99 15:02:43)
9023,3.084442e+04,dst local,obs,(02/22/99 15:02:43)
9024,7.838045e+04,dst corp,obs,(02/22/99 15:02:43)
9025,1.493286e+05,total,obs,(02/22/99 15:02:43)
9051,0.000000e+00,fddi->fddi,obs,(02/22/99 15:07:42)
9052,8.142761e+01,fddi->switch,obs,(02/22/99 15:07:42)
9053,1.754012e+04,fddi->local,obs,(02/22/99 15:07:42)
9054,2.828283e-01,fddi->corp,obs,(02/22/99 15:07:42)
9055,7.193266e+01,switch->fddi,obs,(02/22/99 15:07:42)
9056,4.579862e+03,switch->switch,obs,(02/22/99 15:07:42)
9057,8.452057e+03,switch->local,obs,(02/22/99 15:07:42)
9058,6.039563e+04,switch->corp,obs,(02/22/99 15:07:42)
9059,9.283047e+03,local->fddi,obs,(02/22/99 15:07:42)
9060,1.333778e+03,local->switch,obs,(02/22/99 15:07:42)
9061,7.070707e+00,local->local,obs,(02/22/99 15:07:42)
9062,1.088889e+01,local->corp,obs,(02/22/99 15:07:42)
9063,5.656566e-01,corp->fddi,obs,(02/22/99 15:07:42)
9064,2.015042e+04,corp->switch,obs,(02/22/99 15:07:42)
9065,1.025926e+01,corp->local,obs,(02/22/99 15:07:42)
9066,0.000000e+00,corp->corp,obs,(02/22/99 15:07:42)
9067,1.762184e+04,src fddi,obs,(02/22/99 15:07:42)
9068,7.349948e+04,src switch,obs,(02/22/99 15:07:42)
9069,1.063478e+04,src local,obs,(02/22/99 15:07:42)
9070,2.016125e+04,src corp,obs,(02/22/99 15:07:42)
9071,9.355545e+03,dst fddi,obs,(02/22/99 15:07:42)
9072,2.614549e+04,dst switch,obs,(02/22/99 15:07:42)
9073,2.600951e+04,dst local,obs,(02/22/99 15:07:42)
9074,6.040680e+04,dst corp,obs,(02/22/99 15:07:42)
9075,1.219174e+05,total,obs,(02/22/99 15:07:42)
9101,0.000000e+00,fddi->fddi,obs,(02/22/99 15:12:42)
9102,5.787205e+01,fddi->switch,obs,(02/22/99 15:12:42)
9103,1.579776e+04,fddi->local,obs,(02/22/99 15:12:42)
9104,2.828283e-01,fddi->corp,obs,(02/22/99 15:12:42)
9105,9.410370e+02,switch->fddi,obs,(02/22/99 15:12:42)
9106,6.202855e+03,switch->switch,obs,(02/22/99 15:12:42)
9107,7.276960e+03,switch->local,obs,(02/22/99 15:12:42)
9108,3.317630e+04,switch->corp,obs,(02/22/99 15:12:42)
9109,9.010414e+03,local->fddi,obs,(02/22/99 15:12:42)
9110,8.506532e+02,local->switch,obs,(02/22/99 15:12:42)
9111,1.446128e+01,local->local,obs,(02/22/99 15:12:42)
9112,1.952862e+00,local->corp,obs,(02/22/99 15:12:42)
9113,5.656566e-01,corp->fddi,obs,(02/22/99 15:12:42)
9114,1.310585e+04,corp->switch,obs,(02/22/99 15:12:42)
9115,2.132660e+01,corp->local,obs,(02/22/99 15:12:42)
9116,0.000000e+00,corp->corp,obs,(02/22/99 15:12:42)
9117,1.585591e+04,src fddi,obs,(02/22/99 15:12:42)
9118,4.759715e+04,src switch,obs,(02/22/99 15:12:42)
9119,9.877481e+03,src local,obs,(02/22/99 15:12:42)
9120,1.312774e+04,src corp,obs,(02/22/99 15:12:42)
9121,9.952017e+03,dst fddi,obs,(02/22/99 15:12:42)
9122,2.021723e+04,dst switch,obs,(02/22/99 15:12:42)
9123,2.311051e+04,dst local,obs,(02/22/99 15:12:42)
9124,3.317854e+04,dst corp,obs,(02/22/99 15:12:42)
9125,8.645829e+04,total,obs,(02/22/99 15:12:42)
9151,0.000000e+00,fddi->fddi,obs,(02/22/99 15:17:43)
9152,9.461616e+01,fddi->switch,obs,(02/22/99 15:17:43)
9153,4.577998e+04,fddi->local,obs,(02/22/99 15:17:43)
9154,2.828283e-01,fddi->corp,obs,(02/22/99 15:17:43)
9155,5.871077e+02,switch->fddi,obs,(02/22/99 15:17:43)
9156,3.687397e+03,switch->switch,obs,(02/22/99 15:17:43)
9157,9.686936e+03,switch->local,obs,(02/22/99 15:17:43)
9158,5.829968e+04,switch->corp,obs,(02/22/99 15:17:43)
9159,1.669512e+04,local->fddi,obs,(02/22/99 15:17:43)
9160,9.489057e+02,local->switch,obs,(02/22/99 15:17:43)
9161,4.558923e+01,local->local,obs,(02/22/99 15:17:43)
9162,1.413468e+01,local->corp,obs,(02/22/99 15:17:43)
9163,5.656566e-01,corp->fddi,obs,(02/22/99 15:17:43)
9164,2.512660e+04,corp->switch,obs,(02/22/99 15:17:43)
9165,8.973064e+00,corp->local,obs,(02/22/99 15:17:43)
9166,6.346667e+02,corp->corp,obs,(02/22/99 15:17:43)
9167,4.587488e+04,src fddi,obs,(02/22/99 15:17:43)
9168,7.226112e+04,src switch,obs,(02/22/99 15:17:43)
